id,Date,retadj,industry
282410,31-03-62,0.053378377,Drugs
282410,30-04-62,-0.003225806,Drugs
282410,31-05-62,-0.145631075,Drugs
282410,30-06-62,-0.034848485,Drugs
282410,31-07-62,-0.003952569,Drugs
282410,31-08-62,-0.079365082,Drugs
282410,30-09-62,0.046551723,Drugs
282410,31-10-62,0.0746888,Drugs
282410,30-11-62,0.077220075,Drugs
282410,31-12-62,0.104659498,Drugs
282410,31-01-63,0.022875817,Drugs
282410,28-02-63,0.05111821,Drugs
282410,31-03-63,0.085714288,Drugs
282410,30-04-63,0.101408452,Drugs
282410,31-05-63,-0.021739131,Drugs
282410,30-06-63,-0.016993465,Drugs
282410,31-07-63,0.154787228,Drugs
282410,31-08-63,0.106481485,Drugs
282410,30-09-63,-0.021966526,Drugs
282410,31-10-63,-0.054117646,Drugs
282410,30-11-63,0.047727272,Drugs
282410,31-12-63,0.054229934,Drugs
282410,31-01-64,0.021399178,Drugs
282410,29-02-64,-0.06477733,Drugs
282410,31-03-64,-0.043290045,Drugs
282410,30-04-64,0.012217195,Drugs
282410,31-05-64,0.061797753,Drugs
282410,30-06-64,-0.028571429,Drugs
282410,31-07-64,0.122875817,Drugs
282410,31-08-64,-0.134502918,Drugs
282410,30-09-64,0.094594598,Drugs
282410,31-10-64,0.004938272,Drugs
282410,30-11-64,0.070987657,Drugs
282410,31-12-64,0.08357349,Drugs
282410,31-01-65,0.004787234,Drugs
282410,28-02-65,-0.037234042,Drugs
282410,31-03-65,-0.005524862,Drugs
282410,30-04-65,0.032777779,Drugs
282410,31-05-65,0.035135135,Drugs
282410,30-06-65,-0.067885116,Drugs
282410,31-07-65,-0.008403362,Drugs
282410,31-08-65,-0.022727273,Drugs
282410,30-09-65,-0.066860467,Drugs
282410,31-10-65,0.018691588,Drugs
282410,30-11-65,0.003076923,Drugs
282410,31-12-65,0.165644169,Drugs
282410,31-01-66,-0.021052632,Drugs
282410,28-02-66,-0.07027027,Drugs
282410,31-03-66,-0.058139537,Drugs
282410,30-04-66,0,Drugs
282410,31-05-66,-0.037267081,Drugs
282410,30-06-66,-0.045161292,Drugs
282410,31-07-66,0.060810812,Drugs
282410,31-08-66,0.01923077,Drugs
282410,30-09-66,-0.025157232,Drugs
282410,31-10-66,0.096774191,Drugs
282410,30-11-66,0.106508873,Drugs
282410,31-12-66,-0.01604278,Drugs
282410,31-01-67,-0.059782609,Drugs
282410,28-02-67,0.023255814,Drugs
282410,31-03-67,0.048295453,Drugs
282410,30-04-67,0.002710027,Drugs
282410,31-05-67,0.046195652,Drugs
282410,30-06-67,-0.025974026,Drugs
282410,31-07-67,-0.024,Drugs
282410,31-08-67,0.063186817,Drugs
282410,30-09-67,0.059431523,Drugs
282410,31-10-67,-0.073170729,Drugs
282410,30-11-67,-0.018518519,Drugs
282410,31-12-67,0.013477089,Drugs
282410,31-01-68,-0.026595745,Drugs
282410,29-02-68,-0.060439561,Drugs
282410,31-03-68,0.038011696,Drugs
282410,30-04-68,0.23380281,Drugs
282410,31-05-68,0.075688072,Drugs
282410,30-06-68,0.006396588,Drugs
282410,31-07-68,0.097457625,Drugs
282410,31-08-68,-0.023255814,Drugs
282410,30-09-68,0.005952381,Drugs
282410,31-10-68,0.061143983,Drugs
282410,30-11-68,0.095149256,Drugs
282410,31-12-68,-0.063032366,Drugs
282410,31-01-69,0.036363635,Drugs
282410,28-02-69,-0.033450704,Drugs
282410,31-03-69,0.009107468,Drugs
282410,30-04-69,0.052707583,Drugs
282410,31-05-69,0.005163511,Drugs
282410,30-06-69,-0.078767121,Drugs
282410,31-07-69,-0.007063197,Drugs
282410,31-08-69,0.056390978,Drugs
282410,30-09-69,0.060498219,Drugs
282410,31-10-69,-0.039932884,Drugs
282410,30-11-69,0.082456142,Drugs
282410,31-12-69,-0.008103727,Drugs
282410,31-01-70,-0.042156864,Drugs
282410,28-02-70,0.035958905,Drugs
282410,31-03-70,-0.031404957,Drugs
282410,30-04-70,-0.054266211,Drugs
282410,31-05-70,-0.097826086,Drugs
282410,30-06-70,-0.012048192,Drugs
282410,31-07-70,0.032926828,Drugs
282410,31-08-70,-0.013833992,Drugs
282410,30-09-70,0.09018036,Drugs
282410,31-10-70,0.022426471,Drugs
282410,30-11-70,0.081227437,Drugs
282410,31-12-70,0.008347246,Drugs
282410,31-01-71,0.050000001,Drugs
282410,28-02-71,0.015822785,Drugs
282410,31-03-71,-0.076323986,Drugs
282410,30-04-71,-0.024957841,Drugs
282410,31-05-71,-0.034722224,Drugs
282410,30-06-71,-0.06654676,Drugs
282410,31-07-71,-0.097880542,Drugs
282410,31-08-71,0.08583691,Drugs
282410,30-09-71,0.023715414,Drugs
282410,31-10-71,-0.069111966,Drugs
282410,30-11-71,-0.03125,Drugs
282410,31-12-71,0.109677419,Drugs
282410,31-01-72,0.039147288,Drugs
282410,29-02-72,0.076779023,Drugs
282410,31-03-72,-0.029565217,Drugs
282410,30-04-72,0.0218638,Drugs
282410,31-05-72,0.054577466,Drugs
282410,30-06-72,0.038397327,Drugs
282410,31-07-72,0.043729905,Drugs
282410,31-08-72,-0.01854714,Drugs
282410,30-09-72,-0.056692913,Drugs
282410,31-10-72,0.007011686,Drugs
282410,30-11-72,-0.033277869,Drugs
282410,31-12-72,-0.036144577,Drugs
282410,31-01-73,0.052142859,Drugs
282410,28-02-73,-0.003407155,Drugs
282410,31-03-73,0.047863249,Drugs
282410,30-04-73,-0.072756931,Drugs
282410,31-05-73,-0.060070671,Drugs
282410,30-06-73,-0.007518797,Drugs
282410,31-07-73,0.089772731,Drugs
282410,31-08-73,-0.078534029,Drugs
282410,30-09-73,-0.020833334,Drugs
282410,31-10-73,0.054932304,Drugs
282410,30-11-73,-0.154696137,Drugs
282410,31-12-73,-0.130718961,Drugs
282410,31-01-74,0.043609023,Drugs
282410,28-02-74,0.045893721,Drugs
282410,31-03-74,-0.004618938,Drugs
282410,30-04-74,0.036287703,Drugs
282410,31-05-74,0.018018018,Drugs
282410,30-06-74,-0.022123894,Drugs
282410,31-07-74,-0.066425338,Drugs
282410,31-08-74,-0.234146342,Drugs
282410,30-09-74,-0.178343952,Drugs
282410,31-10-74,0.38232559,Drugs
282410,30-11-74,0.06779661,Drugs
282410,31-12-74,0.074074075,Drugs
282410,31-01-75,0.105024628,Drugs
282410,28-02-75,0.118834078,Drugs
282410,31-03-75,0.116232462,Drugs
282410,30-04-75,0.0410772,Drugs
282410,31-05-75,0.024263432,Drugs
282410,30-06-75,0.032148901,Drugs
282410,31-07-75,-0.011672131,Drugs
282410,31-08-75,-0.013333334,Drugs
